Bodmer8Reading,Relation,DifferingReading
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλημμα,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.8@περίλημμα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@δωσιθέω,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.preface@δωσιθέω
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@δι' αὐτῶν τούτων,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.preface@διὰ τούτων τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@Β,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.1@Ε
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@οὕτω[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@οὗ[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@τῶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.2@τῶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ἔχοντα,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.2@ἔχοντα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ἔχοντα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.2@ἔχοντες
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@οὕτω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.2@οὕτως
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΕΑ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ΑΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΘΕ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.2@ΘΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@οὗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.3@οὕτως
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@δοθεῖσα,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.3@δοθεῖσα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ἔστιν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@ἔσται[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@οὕτω[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@οὕτως[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@παρα,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.4@παρα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τὴν ΖΘ τῆς ΘΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@τῆς ΖΘ τὴν ΖΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΒ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@ΒΔ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.4@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΑΛΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.4@ΑΔΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΓΛ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΥΛ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@διάμετρον τὴν,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.5@διάμετρον τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΧΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΧΤ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΘΚΩ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.5@ΘΚ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἓν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.6@ἑνὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@εἰσὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@εἰσὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@τις,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΑΝ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.6@ΑΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ΑΓΖ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.7@ΑΓΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@πάσας,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.9@πασῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.10@ἔστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.10@ἔστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.11@οὕτως[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.11@οὗ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.11@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.11@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.11@τὸ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.11@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@τοῦτο,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.14@τοῦτο
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@τοῦτο,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.14@τούτω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@ἔχει,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.14@ἔχει
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.14@ἔχη
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.14@ἔχη
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@μεῖζον ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.14@μεῖζόν ἐστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@οὗσα,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.14@οὖσα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@τῆ,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.8@τῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@δωσιθέω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.preface@δοσιθέω
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.preface@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@ΝΘ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.1@ΗΘ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@τῶν[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.2@τῶν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@καὶ ἴση ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@καί ἐστιν ἴση
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΔΕ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.2@ΔΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΒΖΕ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ΒΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@δὲ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.3@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΒΧ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@ΖΧ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@δεῖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΒ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.4@ΒΔ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.4@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τῶ,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.4@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΧ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.4@ΛΧ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΗΘ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.5@ΗΟ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@βάσις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.5@βάσεις
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@διάμετρον τὴν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.5@διαμέτρους τὰς
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΨΓ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΨΥ[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΒΓ ΝΕ ΗΖΩ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.5@ΑΒΓΝ ΕΗΖΟ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΕΖ ΗΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.5@ΕΗΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.5@ΑΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἓν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.6@ἑνὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἐπιζευγνύουσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@ἐπιζευγνυούσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΛΜ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@ΛΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΑΝ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.6@ΛΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@καὶ ἔστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@καί ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ΑΓΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.7@ΑΖΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8@ΓΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8@ΒΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8@τουτέστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8@τουτέστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8@ΒΘΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.8@ΘΒΚ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8@ἀλλ' ὅτε,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.8@ἀλλ' ὅτε
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@οὕτως[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8b@οὗ[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@Α,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8b@Γ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@ΗΘ ΘΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.8b@ΘΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@πρὸς[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.8b@ἐπὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@ΑΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.8b@ΘΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@δίοτι[1],disagrees,"urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.8b@δή, ὅτι[1]"
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@κύκλου,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.8b@κύκλου
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@κύκλου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.8b@κύβου
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@κύκλον,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.8b@κύκλον
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@κύκλον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.8b@κύβον
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@κύκλον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.8b@κύβον
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@φημη δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8b@φημὶ δή
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@ΘΒΓ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.8b@ΒΘΓ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8b@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@ὧν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.12@ὢν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@διπλάσιος ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.12@διπλάσιός ἐστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@σχήματος,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.12@σχήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@σχήματος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.12@τμήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@περιγεγραμμένη,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.15@περιγεγραμμένη
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@δωσιθέω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.preface@δοσιθέω
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@ΑΛ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.1@ΚΛ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@ΝΘ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.1@ΗΘ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@οὕτω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.2@οὕτως
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@κύκλον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.2@κύκλος
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΘΕ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.2@ΘΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@οὕτως,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.3@οὗ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@δοθεῖσα,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.3@δοθεῖσα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ἔχουσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@ἔχουσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΒΖΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@ΖΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@οὕτω[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@οὕτως[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΒ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@ΒΔ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.4@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΧ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.4@ΛΧ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@τὰ Π Ρ Σ κέντρα,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@κέντρα τὰ Π Ρ Σ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@βάσις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.5@βάσεις
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΨΓ[7],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΨΥ[7]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΒΓ ΝΕ ΗΖΩ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.5@ΑΒΓΝ ΕΗΖΟ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΤΝ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΤΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@τῆς τῆς σφαίρας,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@τῆς σφαίρας
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΘΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΚΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@οὕτω[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@οὗ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἔχει,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.6@ἔχει
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΑΜ,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.6@ΑΜ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ΛΗΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.7@ΑΗΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ΛΗΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.7@ΑΗΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@οὕτως,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.preface@οὗ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@Β,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.1@Β
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@τῶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.2@τῶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@τῶν[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.2@τῶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΒΑ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ΕΑ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΕΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.2@ΓΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΘΕ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.2@ΑΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@ΑΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.3@ΑΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.3@δοθεῖσα,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:2.propositions.3@δοθεῖσα
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τούτεστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@τούτεστι
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΖΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@ΒΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τὴν ΖΘ τῆς ΘΒ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.4@τὴν ΖΘ τῆς ΘΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΔΒ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.4@ΒΔ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.4@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.4@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΑΓΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.4@ΑΓΛ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.4@ΑΛΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.4@ΑΔΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΗΘ[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.5@ΗΘ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@βάσις,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.5@βάσις
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΘΚΩ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.5@ΘΚΩ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΒΓ ΝΕ ΗΖΩ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:2.propositions.5@ΑΒΓΝ ΕΗΖΟ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΕΝΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΕΗΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΘΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.5@ΑΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@εἰ ΝΒΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.6@ΛΝ ΒΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΘΠ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.propositions.6@ΘΠ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.6@ἔχειν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.6@ΑΜ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.6@ΑΜ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@τὴν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.7@τὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ΛΗΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:2.propositions.7@ΑΗΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8@ΑΒΓΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:2.propositions.8@ΑΒΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@ἔστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msA:2.preface@ἔστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@Β,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:2.propositions.1@Ε
